strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
W229	2015-07-15	USA	CA	CA/Butte	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	39.743	-121.884
W230	2015-07-21	USA	CA	CA/Lake	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	38.937	-122.659
W233	2016-06-29	USA	CA	CA/Fresno	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.839	-119.895
W234	2016-07-05	USA	CA	CA/Yuba	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	39.214	-121.534
W235	2016-07-01	USA	CA	CA/Fresno	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.839	-119.891
W239	2016-07-07	USA	CA	CA/Kings	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.226	-119.727
W240	2016-07-07	USA	CA	CA/Kings	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.294	-119.696
W241	2017-07-06	USA	CA	CA/Stanislaus	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	37.573	-121.166
W242	2017-07-06	USA	CA	CA/Fresno	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.748	-120.222
W243	2017-07-06	USA	CA	CA/Fresno	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.951	-120.628
W244	2017-07-04	USA	CA	CA/Tulare	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.971	-119.297
W245	2017-06-30	USA	CA	CA/Kings	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.388	-119.839
W246	2017-06-29	USA	CA	CA/Kings	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	36.344	-119.894
W247	2017-06-28	USA	CA	CA/Los_Angeles	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	33.98	-117.928
W250	2017-08-03	USA	CA	CA/Stanislaus	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	37.517	-120.824
W252	2004-08-05	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.302	-119.053
W253	2004-08-11	USA	CA	CA/Kern	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	35.385	-119.121
W254	2004-08-17	USA	CA	CA/Kern	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	35.389	-119.053
W255	2004-08-23	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.406	-119.123
W256	2004-09-08	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.265	-119.052
W257	2005-06-16	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.33	-119.073
W258	2005-06-24	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.046
W260	2005-06-30	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.341	-119.067
W261	2005-07-10	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.33	-119.061
W262	2005-07-13	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.338	-119.11
W263	2005-07-15	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.405	-119.006
W264	2005-07-26	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.403	-118.957
W265	2005-07-28	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.374	-119.19
W266	2005-08-01	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.408	-119.016
W267	2005-08-09	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.602	-119.385
W268	2005-08-15	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.398	-118.931
W269	2005-08-19	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.423	-119.076
W270	2005-08-29	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.065
W271	2005-09-01	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.041
W272	2006-07-13	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.323	-119.072
W273	2006-07-21	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.381	-118.941
W274	2006-07-31	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.386	-119.203
W275	2006-08-01	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.377	-119.122
W276	2006-08-02	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.373	-119.144
W277	2006-08-03	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.39	-118.967
W278	2006-08-09	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.328	-119.019
W279	2006-08-14	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.4	-119.095
W281	2006-08-17	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.398	-119.016
W283	2006-08-30	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.371	-119.166
W284	2007-06-07	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.341	-119.065
W285	2007-06-13	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.362	-118.966
W286	2007-06-14	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.354	-118.94
W287	2007-06-20	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.377	-119.116
W288	2007-06-22	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.064
W289	2007-06-25	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.288	-119.041
W290	2007-06-25	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.34	-119.126
W291	2007-06-29	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.389	-119.15
W292	2007-06-29	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.389	-119.15
W293	2007-07-05	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.35	-119.028
W294	2007-07-09	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.35	-119.067
W295	2007-07-09	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.119
W296	2007-07-09	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.358	-119.147
W297	2007-07-12	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.373	-119.158
W298	2007-07-13	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.064
W299	2008-06-27	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.344	-119.051
W303	2008-09-24	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.404	-119.123
W304	2009-06-14	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.282	-119.055
W305	2009-06-08	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.402	-119.085
W306	2009-06-16	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.406	-119.066
W307	2009-06-15	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.026
W308	2009-06-24	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.424	-119.122
W309	2009-07-07	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.457	-119.189
W310	2009-07-13	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.395	-119.092
W312	2010-07-06	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.327	-119.083
W313	2010-07-12	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.347	-119.067
W314	2010-07-19	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.347	-119.067
W315	2010-07-22	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.367	-119.152
W316	2010-07-22	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.33	-119.089
W317	2010-07-23	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.412	-119.103
W318	2010-07-26	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.407	-118.92
W319	2010-07-26	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.366	-119.157
W320	2010-07-28	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.372	-118.965
W324	2011-08-08	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.351	-119.068
W325	2011-08-08	USA	CA	CA/Kern	Bird-other	SW03	Unknown	Unknown	Unknown	Unknown	35.37	-119.142
W328	2012-06-08	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.356	-119.046
W331	2012-06-13	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.362	-119.025
W332	2012-06-18	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.344	-119.051
W333	2012-06-24	USA	CA	CA/Kern	Bird-crow	SW03	Unknown	Unknown	Unknown	Unknown	35.386	-119.031
W334	2012-07-09	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.386	-119.031
W335	2012-07-10	USA	CA	CA/Kern	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	35.428	-119.03
W337	2012-07-31	USA	CA	CA/Kern	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	35.406	-118.984
W340	2013-07-08	USA	CA	CA/Kern	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	35.275	-119.041
W342	2017-07-04	USA	CA	CA/Kern	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	35.389	-119.097
W344	2004-08-05	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W345	2004-08-05	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.198	-118.833
W346	2004-08-05	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.198	-118.833
W347	2004-08-10	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.276	-119.099
W348	2004-08-11	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.198	-118.833
W349	2004-08-11	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.283	-118.932
W350	2004-08-11	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.166	-118.825
W351	2004-08-12	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.493	-119.272
W352	2004-08-12	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.403	-119.395
W353	2004-08-12	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.38	-119.111
W354	2004-08-13	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W355	2004-08-13	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.299	-119.004
W356	2004-09-21	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.428	-119.115
W357	2004-09-23	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.365	-118.998
W358	2005-06-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.351	-119.162
W359	2005-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.109
W360	2005-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W361	2005-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W362	2005-07-06	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.351	-119.162
W363	2005-07-06	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.428	-119.115
W365	2005-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.299	-119.004
W366	2005-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.378	-119.036
W367	2005-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.378	-119.036
W368	2005-07-19	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.245	-119.236
W369	2006-07-11	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.32	-119.129
W370	2006-07-11	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.276	-119.099
W371	2006-07-11	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.245	-119.236
W372	2006-07-11	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.245	-119.236
W373	2006-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.378	-119.036
W374	2006-07-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W376	2006-07-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W377	2006-07-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.299	-119.004
W378	2006-07-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W379	2006-07-21	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W380	2006-08-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W381	2006-08-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W382	2006-08-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W383	2006-08-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W384	2007-06-05	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.252	-119.236
W385	2007-06-06	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.29	-118.979
W386	2007-06-08	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W387	2007-06-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W388	2007-06-22	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W389	2007-08-03	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W390	2007-08-03	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W393	2007-08-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.38	-119.111
W394	2007-08-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W395	2007-08-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W396	2007-08-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W397	2007-08-17	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.352	-119.149
W398	2009-06-17	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.392	-119.115
W399	2009-06-17	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.38	-119.111
W400	2009-06-30	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.1
W401	2009-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.283	-118.932
W402	2009-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.276	-119.099
W403	2009-07-14	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.342	-119.125
W404	2009-07-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W405	2009-07-15	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.166	-118.825
W406	2009-07-22	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.411	-119.143
W407	2009-07-28	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.391	-118.956
W408	2009-07-29	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.392	-119.115
W409	2009-07-30	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.21	-118.833
W410	2009-09-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.502	-119.254
W411	2009-09-04	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.532	-119.477
W412	2010-06-15	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.399	-118.928
W413	2010-06-25	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W414	2010-06-29	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.399	-118.928
W415	2010-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.313	-119.026
W416	2010-07-01	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.336	-119.025
W417	2010-07-08	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W418	2010-07-08	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W419	2010-07-09	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.317	-119.06
W420	2010-07-09	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.326	-119.075
W421	2010-07-28	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W422	2010-08-18	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.158	-118.815
W423	2010-08-25	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.158	-118.815
W424	2010-09-02	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.493	-119.272
W425	2010-09-30	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.507	-119.265
W426	2010-10-05	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.436	-119.406
W427	2011-06-08	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.164
W428	2011-07-07	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.333	-119.181
W429	2011-07-08	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.502	-119.254
W430	2011-07-13	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.333	-119.181
W431	2011-07-13	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.346	-119.164
W432	2011-07-13	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.346	-119.164
W433	2011-07-13	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.172
W434	2011-07-13	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.346	-119.172
W435	2011-07-15	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.346	-119.1
W436	2011-07-27	USA	CA	CA/Kern	Mosquito-Culex	SW03	Unknown	Unknown	Unknown	Unknown	35.342	-119.125
W437	2011-08-04	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.166	-118.825
W446	2012-06-19	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.36	-119.021
W455	2012-07-19	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.38	-119.111
W462	2013-08-21	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.501	-119.478
W478	2015-07-28	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.166	-118.825
W481	2015-08-28	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.53	-119.196
W485	2016-07-26	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.428	-119.406
W486	2016-07-28	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.598	-119.213
W493	2017-06-28	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.377	-119.009
W494	2017-06-28	USA	CA	CA/Kern	Mosquito-Culex	WN02	Unknown	Unknown	Unknown	Unknown	35.501	-119.478
W502	2008-02-06	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.855	-117.004
W505	2008-05-22	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.827	-117.101
W506	2008-06-02	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.953	-117.229
W507	2008-06-18	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.792	-117.236
W508	2008-06-18	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.792	-117.236
W509	2008-06-18	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.792	-117.236
W510	2008-07-28	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.895	-117.24
W511	2008-08-06	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.773	-117.167
W512	2008-08-11	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.948	-117.223
W513	2008-08-25	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.796	-117.228
W514	2008-09-04	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.925	-117.143
W515	2008-09-10	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.897	-117.242
W516	2008-09-12	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.788	-117.198
W518	2008-09-23	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.796	-117.228
W519	2008-09-24	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	33.028	-117.06
W520	2008-09-24	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.733	-117.078
W521	2008-09-25	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.861	-117.226
W522	2009-09-26	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.751	-117.053
W523	2008-11-05	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.913	-117.223
W524	2008-11-10	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.783	-117.236
W525	2008-11-17	USA	CA	CA/San_Diego	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	32.886	-117.196
W526	2008-12-01	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.928	-117.139
W527	2008-12-08	USA	CA	CA/San_Diego	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	33.016	-116.802
W528	2008-12-08	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.951	-117.058
W529	2008-12-22	USA	CA	CA/San_Diego	Bird-other	WN02	Unknown	Unknown	Unknown	Unknown	32.78	-116.924
W530	2009-01-16	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.906	-117.23
W531	2009-01-26	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.905	-117.23
W533	2009-06-18	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	32.904	-117.153
W534	2009-06-23	USA	CA	CA/San_Diego	Bird-crow	WN02	Unknown	Unknown	Unknown	Unknown	33.256	-116.983
