strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
KM012180	2012-08-01	USA	GA	GA	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012181	2012-08-01	USA	LA	LA	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012182	2012-08-01	USA	NM	NM	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012183	2012-08-01	USA	TX	TX	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012184	2012-08-01	USA	OH	OH	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012185	2012-08-01	USA	NE	NE	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012186	2012-08-01	USA	OH	OH	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012187	2012-08-01	USA	NE	NE	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KM012188	2012-08-01	USA	IL	IL	Human	WN02	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734	Unknown	Unknown
KT020853	2014-09-01	USA	NE	NE/Dundy	Human	WN02	Grubaugh et al	Open Forum Infect Dis 3 (1), OFV182 (2015)	West Nile Virus Population Structure, Injury, and Interferon-Stimulated Gene Expression in the Brain From a Fatal Case of Encephalitis	https://www.ncbi.nlm.nih.gov/pubmed/26730392	Unknown	Unknown
MH166882	2000-08-01	USA	VA	VA/Norfolk	Bird-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166882	Unknown	Unknown
MH166883	2002-08-01	USA	VA	VA/Norfolk	Bird-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166883	Unknown	Unknown
MH166884	2004-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166884	Unknown	Unknown
MH166885	2009-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166885	Unknown	Unknown
MH166886	2001-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166886	Unknown	Unknown
MH166887	2002-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166887	Unknown	Unknown
MH166888	2005-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166888	Unknown	Unknown
MH166889	2006-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166889	Unknown	Unknown
MH166890	2006-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166890	Unknown	Unknown
MH166891	2007-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166891	Unknown	Unknown
MH166892	2008-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166892	Unknown	Unknown
MH166893	2010-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166893	Unknown	Unknown
MH166894	2007-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166894	Unknown	Unknown
MH166895	2005-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166895	Unknown	Unknown
MH166896	2009-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166896	Unknown	Unknown
MH166897	2010-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166897	Unknown	Unknown
MH166898	2008-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166898	Unknown	Unknown
MH166899	2002-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166899	Unknown	Unknown
MH166900	2003-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166900	Unknown	Unknown
MH166901	2000-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166901	Unknown	Unknown
MH166902	2010-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166902	Unknown	Unknown
MH166903	2000-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166903	Unknown	Unknown
MH166904	2000-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166904	Unknown	Unknown
MH166905	2002-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166905	Unknown	Unknown
MH166906	2003-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166906	Unknown	Unknown
MH166907	2006-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166907	Unknown	Unknown
MH166908	2005-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166908	Unknown	Unknown
MH166909	2009-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166909	Unknown	Unknown
MH166910	2006-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166910	Unknown	Unknown
MH166911	2002-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166911	Unknown	Unknown
MH166912	2003-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166912	Unknown	Unknown
MH166913	2004-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166913	Unknown	Unknown
MH166914	2009-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166914	Unknown	Unknown
MH166915	2002-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166915	Unknown	Unknown
MH166916	2010-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166916	Unknown	Unknown
MH166917	2004-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166917	Unknown	Unknown
MH166918	2008-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166918	Unknown	Unknown
MH166919	2004-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166919	Unknown	Unknown
MH166920	2009-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166920	Unknown	Unknown
MH166921	2008-08-01	USA	VA	VA/Norfolk	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH166921	Unknown	Unknown
MH170226	2003-08-01	USA	CO	CO/Larimer	Bird-other	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170226	Unknown	Unknown
MH170227	2004-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170227	Unknown	Unknown
MH170228	2003-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170228	Unknown	Unknown
MH170229	2006-08-01	USA	CO	CO/Weld	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170229	Unknown	Unknown
MH170230	2007-08-01	USA	CO	CO/Weld	Mosquito-unknown	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170230	Unknown	Unknown
MH170231	2003-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170231	Unknown	Unknown
MH170232	2006-08-01	USA	CO	CO/Weld	Mosquito-unknown	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170232	Unknown	Unknown
MH170233	2004-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170233	Unknown	Unknown
MH170234	2003-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170234	Unknown	Unknown
MH170235	2006-08-01	USA	CO	CO/Weld	Mosquito-unknown	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170235	Unknown	Unknown
MH170236	2006-08-01	USA	CO	CO/Weld	Mosquito-unknown	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170236	Unknown	Unknown
MH170237	2003-08-01	USA	CO	CO/Larimer	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170237	Unknown	Unknown
MH170238	2003-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170238	Unknown	Unknown
MH170239	2006-08-01	USA	CO	CO/Weld	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170239	Unknown	Unknown
MH170240	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170240	Unknown	Unknown
MH170241	2007-08-01	USA	CO	CO/Weld	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170241	Unknown	Unknown
MH170242	2007-08-01	USA	CO	CO	Mosquito-unknown	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170242	Unknown	Unknown
MH170243	2006-08-01	USA	CO	CO/Weld	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170243	Unknown	Unknown
MH170244	2007-08-01	USA	CO	CO/Weld	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170244	Unknown	Unknown
MH170245	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170245	Unknown	Unknown
MH170246	2004-08-01	USA	CO	CO/Weld	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170246	Unknown	Unknown
MH170247	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170247	Unknown	Unknown
MH170248	2004-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170248	Unknown	Unknown
MH170249	2006-08-01	USA	CO	CO/Weld	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170249	Unknown	Unknown
MH170250	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170250	Unknown	Unknown
MH170251	2007-08-01	USA	CO	CO/Weld	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170251	Unknown	Unknown
MH170252	2007-08-01	USA	CO	CO/Weld	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170252	Unknown	Unknown
MH170253	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170253	Unknown	Unknown
MH170254	2003-08-01	USA	CO	CO/Larimer	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170254	Unknown	Unknown
MH170255	2008-08-01	USA	CO	CO/Larimer	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170255	Unknown	Unknown
MH170256	2003-08-01	USA	CO	CO/Larimer	Bird-crow	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170256	Unknown	Unknown
MH170257	2005-08-01	USA	GA	GA/Lawnder	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170257	Unknown	Unknown
MH170258	2007-08-01	USA	GA	GA/Chatham	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170258	Unknown	Unknown
MH170259	2009-08-01	USA	GA	GA/Fulton	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170259	Unknown	Unknown
MH170260	2009-08-01	USA	GA	GA/Fulton	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170260	Unknown	Unknown
MH170261	2008-08-01	USA	GA	GA/Dekalb	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170261	Unknown	Unknown
MH170262	2009-08-01	USA	GA	GA/Lowndes	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170262	Unknown	Unknown
MH170263	2001-08-01	USA	GA	GA/Wane	Bird-other	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170263	Unknown	Unknown
MH170264	2002-08-01	USA	GA	GA/Muscogee	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170264	Unknown	Unknown
MH170265	2004-08-01	USA	GA	GA/Chattron	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170265	Unknown	Unknown
MH170266	2007-08-01	USA	GA	GA/Fulton	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170266	Unknown	Unknown
MH170267	2008-08-01	USA	GA	GA/Gwinnett	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170267	Unknown	Unknown
MH170268	2007-08-01	USA	GA	GA/Chatham	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170268	Unknown	Unknown
MH170269	2005-08-01	USA	GA	GA/Dekalb	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170269	Unknown	Unknown
MH170270	2004-08-01	USA	GA	GA/Henry	Bird-crow	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170270	Unknown	Unknown
MH170271	2008-08-01	USA	GA	GA/Dekalb	Mosquito-Culex	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170271	Unknown	Unknown
MH170272	2007-08-01	USA	GA	GA/Chatham	Mosquito-Culex	SW03	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170272	Unknown	Unknown
MH170273	2001-08-01	USA	GA	GA/Lowndes	Bird-crow	NY99	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170273	Unknown	Unknown
MH170274	2002-08-01	USA	GA	GA/Fulton	Bird-other	WN02	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170274	Unknown	Unknown
