strain	date	country	state	division	host	lineage	authors	journal	title	url	latitude	longitude
KX547304	2004-09-02	USA	NY	NY/Ulster	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547304	41.8882	-74.2587
KX547303	2005-07-27	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547303	41.1623	-73.757
KX547302	2004-08-04	USA	NY	NY/Broome	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547302	42.1599	-75.819
KX547301	2002-09-10	USA	NY	NY/Onondaga	Mosquito-Culiseta	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547301	43.007	-76.1945
KX547300	2009-08-17	USA	NY	NY/Ulster	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547300	41.8882	-74.2586
KX547299	2002-08-25	USA	NY	NY/Otsego	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547299	42.6327	-75.0315
KX547298	2004-08-03	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547298	42.7548	-78.7239
KX547297	2007-08-06	USA	NY	NY/Orleans	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547297	43.2529	-78.2322
KX547296	2004-05-11	USA	NY	NY/Columbia	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547296	42.2496	-73.6329
KX547295	2011-08-24	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547295	40.7511	-73.5905
KX547294	2010-09-30	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547294	41.1543	-74.0359
KX547293	2011-08-24	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547293	43.4269	-76.1421
KX547292	2009-09-16	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547292	40.8745	-72.8702
KX547291	2012-08-14	USA	NY	NY/Onondaga	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547291	43.007	-76.1945
KX547290	2007-08-13	USA	NY	NY/Schenectady	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547290	42.8181	-74.0585
KX547289	2005-10-05	USA	NY	NY/Cortland	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547289	42.595	-76.0709
KX547288	2003-07-27	USA	NY	NY/Broome	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547288	42.1599	-75.819
KX547287	2003-09-29	USA	NY	NY/New_York	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547287	40.7826	-73.969
KX547286	2015-09-03	USA	NY	NY/Chautauqua	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547286	42.2279	-79.3676
KX547285	2004-08-16	USA	NY	NY/Bronx	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547285	40.8541	-73.8703
KX547284	2008-08-15	USA	NY	NY/Niagara	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547284	43.2011	-78.7422
KX547283	2012-08-30	USA	NY	NY/Nassau	Mosquito-Aedes	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547283	40.7511	-73.5905
KX547282	2004-09-07	USA	NY	NY/Orleans	Bird-other	SW03	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547282	43.2529	-78.2322
KX547281	2004-06-04	USA	NY	NY/Cortland	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547281	42.595	-76.0709
KX547280	2012-09-10	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547280	43.4269	-76.1421
KX547279	2010-07-08	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547279	40.8745	-72.8702
KX547278	2012-09-17	USA	NY	NY/Albany	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547278	42.6002	-73.973
KX547277	2004-09-23	USA	NY	NY/Orange	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547277	41.402	-74.3058
KX547276	2011-07-18	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547276	42.7548	-78.7239
KX547275	2004-09-03	USA	NY	NY/Jefferson	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547275	44.0378	-75.9071
KX547274	2013-09-05	USA	NY	NY/Madison	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547274	42.9124	-75.6692
KX547273	2006-07-31	USA	NY	NY/Erie	Mosquito-Culex	SW03	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547273	42.7548	-78.7239
KX547272	2001-08-07	USA	NY	NY/Suffolk	Mosquito-Culex	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547272	40.8745	-72.8702
KX547271	2006-08-12	USA	NY	NY/Seneca	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547271	42.7806	-76.8222
KX547270	2006-08-23	USA	NY	NY/Albany	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547270	42.6002	-73.973
KX547269	2013-08-23	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547269	43.4269	-76.1421
KX547268	2006-08-09	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547268	40.7511	-73.5905
KX547267	2003-09-29	USA	NY	NY/Dutchess	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547267	41.7651	-73.7437
KX547266	2002-08-09	USA	NY	NY/Nassau	Mosquito-Culex	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547266	40.7511	-73.5905
KX547265	2009-08-31	USA	NY	NY/Suffolk	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547265	40.8751	-72.87
KX547264	2004-08-16	USA	NY	NY/Livingston	Bird-crow	SW03	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547264	42.7278	-77.7748
KX547263	2002-09-16	USA	NY	NY/Albany	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547263	42.6002	-73.973
KX547262	2005-07-20	USA	NY	NY/Onondaga	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547262	43.007	-76.1945
KX547261	2002-09-04	USA	NY	NY/Queens	Bird-other	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547261	40.7206	-73.8194
KX547260	2006-08-10	USA	NY	NY/Onondaga	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547260	43.007	-76.1945
KX547259	2005-08-11	USA	NY	NY/Niagara	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547259	43.2019	-78.7423
KX547258	2006-07-12	USA	NY	NY/Ontario	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547258	42.8519	-77.2998
KX547257	2007-09-24	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547257	42.7548	-78.7239
KX547256	2004-08-10	USA	NY	NY/Orange	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547256	41.402	-74.3058
KX547255	2011-09-13	USA	NY	NY/Oswego	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547255	43.4269	-76.1421
KX547254	2013-07-17	USA	NY	NY/Suffolk	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547254	40.8745	-72.8702
KX547253	2004-05-30	USA	NY	NY/Saint_Lawrence	Bird-crow	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547253	44.4892	-75.0641
KX547252	2002-09-13	USA	NY	NY/Onondaga	Mosquito-Culiseta	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547252	43.007	-76.1945
KX547251	2002-07-19	USA	NY	NY/Rockland	Mosquito-Culex	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547251	41.1522	-74.0234
KX547250	2006-08-03	USA	NY	NY/Erie	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547250	42.7548	-78.7239
KX547249	2004-09-15	USA	NY	NY/Queens	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547249	40.7206	-73.8194
KX547248	2003-09-26	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547248	41.1522	-74.0234
KX547247	2002-08-14	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547247	42.7548	-78.7239
KX547246	2002-09-06	USA	NY	NY/Chemung	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547246	42.1422	-76.7607
KX547245	2002-09-13	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547245	40.7511	-73.5905
KX547244	2003-10-02	USA	NY	NY/Clinton	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547244	44.7462	-73.6805
KX547243	2006-08-23	USA	NY	NY/Lewis	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547243	43.7854	-75.4498
KX547242	2010-08-03	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547242	41.1646	-73.7479
KX547241	2003-09-09	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547241	42.7548	-78.7239
KX547240	2008-09-03	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547240	41.1623	-73.757
KX547239	2003-08-20	USA	NY	NY/Suffolk	Mosquito-Culiseta	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547239	40.8745	-72.8702
KX547238	2002-08-21	USA	NY	NY/Saint_Lawrence	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547238	44.4892	-75.0641
KX547237	2004-08-12	USA	NY	NY/Genesee	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547237	43.0012	-78.1943
KX547236	2011-09-15	USA	NY	NY/Onondaga	Mosquito-Aedes	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547236	43.0058	-76.1946
KX547235	2015-08-13	USA	NY	NY/Orange	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547235	41.402	-74.3058
KX547234	2012-07-03	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547234	41.1623	-73.757
KX547233	2007-07-19	USA	NY	NY/Richmond	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547233	40.5807	-74.1533
KX547232	2004-08-30	USA	NY	NY/Richmond	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547232	40.5807	-74.1533
KX547231	2007-08-07	USA	NY	NY/Westchester	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547231	41.1623	-73.757
KX547230	2002-09-20	USA	NY	NY/Niagara	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547230	43.2019	-78.7423
KX547229	2006-08-29	USA	NY	NY/Orleans	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547229	43.2529	-78.2322
KX547228	2002-09-10	USA	NY	NY/Richmond	Bird-other	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547228	40.5807	-74.1533
KX547227	2011-09-01	USA	NY	NY/Erie	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547227	42.7548	-78.7239
KX547226	2007-07-25	USA	NY	NY/Onondaga	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547226	43.007	-76.1945
KX547225	2010-09-17	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547225	41.1543	-74.0359
KX547224	2006-09-08	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547224	41.1522	-74.0234
KX547223	2005-09-16	USA	NY	NY/Queens	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547223	40.7206	-73.8194
KX547222	2012-07-06	USA	NY	NY/Nassau	Mosquito-Aedes	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547222	40.7511	-73.5905
KX547221	2014-09-23	USA	NY	NY/Nassau	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547221	40.7511	-73.5905
KX547220	2011-08-18	USA	NY	NY/Suffolk	Mosquito-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547220	40.8751	-72.87
KX547219	2007-08-30	USA	NY	NY/Dutchess	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547219	41.7651	-73.7437
KX547218	2003-08-14	USA	NY	NY/Monroe	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547218	43.1463	-77.6973
KX547217	2005-09-29	USA	NY	NY/Kings	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547217	40.6451	-73.9492
KX547216	2011-09-16	USA	NY	NY/Rockland	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547216	41.1543	-74.0359
KX547215	2006-08-22	USA	NY	NY/Niagara	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547215	43.2019	-78.7423
KX547214	2009-09-10	USA	NY	NY/Chautauqua	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547214	42.2279	-79.3676
KX547213	2002-09-13	USA	NY	NY/Ulster	Bird-other	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547213	41.8882	-74.2587
KX547212	2003-09-30	USA	NY	NY/Orange	Mosquito-Culex	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547212	41.402	-74.3058
KX547211	2006-09-11	USA	NY	NY/Putnam	Bird-crow	WN02	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547211	41.426	-73.7498
KX547210	2001-08-17	USA	NY	NY/Nassau	Mosquito-Culex	NY99	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547210	40.7511	-73.5905
